,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
486,479,9,"Carmarthen SA31 3BB, Wales",07-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
487,417,9,"Carmarthen SA31 3BB, Wales",08-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
488,409,8,"Carmarthen SA31 3BB, Wales",09-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
489,414,9,"Carmarthen SA31 3BB, Wales",10-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
490,495,9,"Carmarthen SA31 3BB, Wales",11-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
491,505,6,"Carmarthen SA31 3BB, Wales",12-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
492,508,7,"Carmarthen SA31 3BB, Wales",13-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
493,514,8,"Carmarthen SA31 3BB, Wales",14-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
494,542,11,"Carmarthen SA31 3BB, Wales",15-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
495,539,10,"Carmarthen SA31 3BB, Wales",16-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
496,523,10,"Carmarthen SA31 3BB, Wales",17-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
497,533,12,"Carmarthen SA31 3BB, Wales",18-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
498,526,8,"Carmarthen SA31 3BB, Wales",19-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
499,531,9,"Carmarthen SA31 3BB, Wales",20-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
500,526,9,"Carmarthen SA31 3BB, Wales",21-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
501,489,8,"Carmarthen SA31 3BB, Wales",22-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
502,500,9,"Carmarthen SA31 3BB, Wales",23-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
503,512,9,"Carmarthen SA31 3BB, Wales",24-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
504,534,9,"Carmarthen SA31 3BB, Wales",25-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
505,598,6,"Carmarthen SA31 3BB, Wales",26-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
506,630,9,"Carmarthen SA31 3BB, Wales",27-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
507,620,9,"Carmarthen SA31 3BB, Wales",28-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
508,610,3,"Carmarthen SA31 3BB, Wales",29-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
509,577,7,"Carmarthen SA31 3BB, Wales",30-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
510,589,7,"Carmarthen SA31 3BB, Wales",31-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
511,608,6,"Carmarthen SA31 3BB, Wales",01-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
512,651,5,"Carmarthen SA31 3BB, Wales",02-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
513,663,8,"Carmarthen SA31 3BB, Wales",03-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
514,676,9,"Carmarthen SA31 3BB, Wales",04-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
515,666,7,"Carmarthen SA31 3BB, Wales",05-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
516,663,7,"Carmarthen SA31 3BB, Wales",06-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
517,675,12,"Carmarthen SA31 3BB, Wales",07-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
518,654,14,"Carmarthen SA31 3BB, Wales",08-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
519,662,12,"Carmarthen SA31 3BB, Wales",09-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
520,687,11,"Carmarthen SA31 3BB, Wales",10-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
521,651,12,"Carmarthen SA31 3BB, Wales",11-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
522,660,12,"Carmarthen SA31 3BB, Wales",12-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
523,672,10,"Carmarthen SA31 3BB, Wales",13-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
524,665,10,"Carmarthen SA31 3BB, Wales",14-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
525,679,11,"Carmarthen SA31 3BB, Wales",15-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
526,698,9,"Carmarthen SA31 3BB, Wales",16-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
527,659,10,"Carmarthen SA31 3BB, Wales",17-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
528,665,10,"Carmarthen SA31 3BB, Wales",18-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
529,665,11,"Carmarthen SA31 3BB, Wales",19-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
530,671,11,"Carmarthen SA31 3BB, Wales",20-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
531,677,12,"Carmarthen SA31 3BB, Wales",21-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
532,708,12,"Carmarthen SA31 3BB, Wales",22-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
533,691,9,"Carmarthen SA31 3BB, Wales",23-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
534,707,13,"Carmarthen SA31 3BB, Wales",24-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
535,703,16,"Carmarthen SA31 3BB, Wales",25-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
536,686,17,"Carmarthen SA31 3BB, Wales",26-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
537,686,16,"Carmarthen SA31 3BB, Wales",27-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
538,712,16,"Carmarthen SA31 3BB, Wales",28-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
539,721,16,"Carmarthen SA31 3BB, Wales",29-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
540,723,12,"Carmarthen SA31 3BB, Wales",30-Jun-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
541,704,11,"Carmarthen SA31 3BB, Wales",01-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
542,693,11,"Carmarthen SA31 3BB, Wales",02-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
543,697,11,"Carmarthen SA31 3BB, Wales",03-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
544,706,10,"Carmarthen SA31 3BB, Wales",04-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
545,723,9,"Carmarthen SA31 3BB, Wales",05-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
546,755,11,"Carmarthen SA31 3BB, Wales",06-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
547,740,7,"Carmarthen SA31 3BB, Wales",07-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
548,739,5,"Carmarthen SA31 3BB, Wales",08-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
549,723,8,"Carmarthen SA31 3BB, Wales",09-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
550,793,8,"Carmarthen SA31 3BB, Wales",10-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
551,778,10,"Carmarthen SA31 3BB, Wales",11-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
552,778,11,"Carmarthen SA31 3BB, Wales",12-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
553,804,15,"Carmarthen SA31 3BB, Wales",13-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
554,835,17,"Carmarthen SA31 3BB, Wales",14-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
555,790,18,"Carmarthen SA31 3BB, Wales",15-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
556,815,21,"Carmarthen SA31 3BB, Wales",16-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
557,828,21,"Carmarthen SA31 3BB, Wales",17-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
558,806,22,"Carmarthen SA31 3BB, Wales",18-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
559,827,17,"Carmarthen SA31 3BB, Wales",19-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
560,817,18,"Carmarthen SA31 3BB, Wales",20-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
561,917,19,"Carmarthen SA31 3BB, Wales",21-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
562,870,21,"Carmarthen SA31 3BB, Wales",22-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
563,896,18,"Carmarthen SA31 3BB, Wales",23-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
564,876,17,"Carmarthen SA31 3BB, Wales",24-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
565,844,18,"Carmarthen SA31 3BB, Wales",25-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
566,886,19,"Carmarthen SA31 3BB, Wales",26-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
567,879,19,"Carmarthen SA31 3BB, Wales",27-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
568,884,19,"Carmarthen SA31 3BB, Wales",28-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
569,869,17,"Carmarthen SA31 3BB, Wales",29-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
570,873,20,"Carmarthen SA31 3BB, Wales",30-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
571,888,21,"Carmarthen SA31 3BB, Wales",31-Jul-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
572,847,19,"Carmarthen SA31 3BB, Wales",01-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
573,862,19,"Carmarthen SA31 3BB, Wales",02-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
574,888,19,"Carmarthen SA31 3BB, Wales",03-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
575,888,20,"Carmarthen SA31 3BB, Wales",04-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
576,878,21,"Carmarthen SA31 3BB, Wales",05-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
577,869,20,"Carmarthen SA31 3BB, Wales",06-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
578,865,16,"Carmarthen SA31 3BB, Wales",07-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
579,887,19,"Carmarthen SA31 3BB, Wales",08-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
580,875,17,"Carmarthen SA31 3BB, Wales",09-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
581,895,17,"Carmarthen SA31 3BB, Wales",10-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
582,888,19,"Carmarthen SA31 3BB, Wales",11-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
583,900,17,"Carmarthen SA31 3BB, Wales",12-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
584,908,19,"Carmarthen SA31 3BB, Wales",13-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
585,875,16,"Carmarthen SA31 3BB, Wales",14-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
586,852,17,"Carmarthen SA31 3BB, Wales",15-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
587,879,16,"Carmarthen SA31 3BB, Wales",16-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
588,885,16,"Carmarthen SA31 3BB, Wales",17-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
589,873,14,"Carmarthen SA31 3BB, Wales",18-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
590,866,17,"Carmarthen SA31 3BB, Wales",19-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
591,863,18,"Carmarthen SA31 3BB, Wales",20-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
592,866,18,"Carmarthen SA31 3BB, Wales",21-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
593,804,13,"Carmarthen SA31 3BB, Wales",22-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
594,827,12,"Carmarthen SA31 3BB, Wales",23-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
595,865,16,"Carmarthen SA31 3BB, Wales",24-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
596,839,18,"Carmarthen SA31 3BB, Wales",25-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
597,849,14,"Carmarthen SA31 3BB, Wales",26-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
598,839,16,"Carmarthen SA31 3BB, Wales",27-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
599,833,16,"Carmarthen SA31 3BB, Wales",28-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
600,809,16,"Carmarthen SA31 3BB, Wales",29-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
601,836,18,"Carmarthen SA31 3BB, Wales",30-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
602,861,19,"Carmarthen SA31 3BB, Wales",31-Aug-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
603,880,20,"Carmarthen SA31 3BB, Wales",01-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
604,879,9,"Carmarthen SA31 3BB, Wales",02-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
605,868,14,"Carmarthen SA31 3BB, Wales",03-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
606,872,22,"Carmarthen SA31 3BB, Wales",04-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
607,869,22,"Carmarthen SA31 3BB, Wales",05-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
608,866,21,"Carmarthen SA31 3BB, Wales",06-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
609,892,21,"Carmarthen SA31 3BB, Wales",07-Sep-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
